Subject,Start Time,End Time,Description
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-08 10:00:00-04:00,2023-06-08 10:30:00-04:00,"Agenda: Holding time to build on our momentum collab signals with a focus on ideation and alignment. Strategy will still bring the same momentum collab fuel and creators are expected to ideate and discuss live with strategy.<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-09 09:30:00-04:00,2023-06-09 10:00:00-04:00,"Agenda: Holding time to brainstorm and build on any trends we're seeing across social platforms! Strategy &amp; Media to bring insights and metrics to help fuel the discussion<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-07 09:15:00-04:00,2023-06-07 09:30:00-04:00,"Agenda: Holding time to build on our momentum collab signals with a focus on ideation and alignment. Strategy will still bring the same momentum collab fuel and creators are expected to ideate and discuss live with strategy.<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-09 09:15:00-04:00,2023-06-09 09:30:00-04:00,"Agenda: Holding time to brainstorm and build on any trends we're seeing across social platforms! Strategy &amp; Media to bring insights and metrics to help fuel the discussion<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-06-09 15:30:00+00:00,2023-06-09 16:30:00+00:00,
Winter 2023 Residency / Cohorts Assignment Presentations (90m),2023-03-20 12:00:00-04:00,2023-03-20 13:30:00-04:00,"Topic: Winter 2023 Residency / Cohorts Assignment Presentations (90m)<br>Time: Mar 20, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/89742994930?pwd=S0VDcnhDS0Nid296Q3I4REpjd28rQT09"">https://vaynerx.zoom.us/j/89742994930?pwd=S0VDcnhDS0Nid296Q3I4REpjd28rQT09</a><br><br>Meeting ID: 897 4299 4930<br>Passcode: 11111<br>One tap mobile<br>+13092053325,,89742994930#,,,,*11111# US<br>+13126266799,,89742994930#,,,,*11111# US (Chicago)<br><br>Dial by your location<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>Meeting ID: 897 4299 4930<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kvX4b4WR1"">https://vaynerx.zoom.us/u/kvX4b4WR1</a>"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-05-30,2023-05-31,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-05-30,2023-05-31,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-05-31,2023-06-01,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-06-01,2023-06-02,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-06-02,2023-06-03,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-06-03,2023-06-04,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
 Navan May 2023 Outstanding Expense - Deadline June 2nd,2023-06-01,2023-06-02,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dmb-ubhv-jqb
Or dial: (US) +1 256-581-5427 PIN: 609026409#
More phone numbers: https://tel.meet/dmb-ubhv-jqb?pin=7486144775843&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] SAP KO (Immersion & Audit),2023-06-12 15:30:00+00:00,2023-06-12 16:00:00+00:00,"Agenda: We will use this time to kick off the SAP team on our partnership! Review deliverables, roles & responsibilities, timing, and prep for our first Talent Immersion Session on Tuesday (6/13)

Desired Outcome: Align roles & run of show for our first Talent Immersion Session

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/vxy-zncc-fyq
Or dial: (US) +1 475-675-3140 PIN: 889155949#
More phone numbers: https://tel.meet/vxy-zncc-fyq?pin=5034285514770&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
RD Reporting,2023-06-12 14:45:00-04:00,2023-06-12 17:15:00-04:00,
break,2023-06-12 17:30:00+00:00,2023-06-12 18:30:00+00:00,
Daily followers tracking,2023-06-13 21:00:00+00:00,2023-06-13 21:45:00+00:00,
[Important] All-Hands Q&A for Consulting/New Biz,2023-06-14 16:00:00+00:00,2023-06-14 16:30:00+00:00,"please try to make! will record. 

come with your questions from the ""Conversation & Clarity"" all hands with Gary

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/jjx-mqzn-zpw
Or dial: (US) +1 662-527-2112 PIN: 527156875#
More phone numbers: https://tel.meet/jjx-mqzn-zpw?pin=5503495620006&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Achilleas | OOO,2023-06-06,2023-06-17,"Annual Leave: 6th - 16th June <br><br>For any questions/requests, please refer to<br><a href=""mailto:ibrahim.shore@vaynermedia.com"">ibrahim.shore@vaynermedia.com</a><br><a href=""mailto:will.butler@vaynermedia.com"">will.butler@vaynermedia.com</a><br><br>For high-priority requests, you can reach me on +447397133959"
[INTERNAL] SAP Audit Development KO,2023-06-14 17:30:00+00:00,2023-06-14 18:00:00+00:00,"Agenda: Holding time for us to kick-off the SAP Audit development, just in case we need to regroup coming out of the Immersion call.

Desired Outcome: Clear roles and responsibilities for the deck development, ahead of an internal review on Thursday (6/22)

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/ndv-oohk-nni
Or dial: (US) +1 585-948-4289 PIN: 793372079#
More phone numbers: https://tel.meet/ndv-oohk-nni?pin=7068348969407&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
SOC Health Algo,2023-06-15 19:00:00+00:00,2023-06-15 19:30:00+00:00,"<a href=""https://us-east-1.online.tableau.com/#/site/solmari/views/CasperSOCReview/SOCHealthExplorer?:iid=2"">https://us-east-1.online.tableau.com/#/site/solmari/views/CasperSOCReview/SOCHealthExplorer?:iid=2</a>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/sac-fxeq-nwr
Or dial: (US) +1 469-708-2726 PIN: 444780465#
More phone numbers: https://tel.meet/sac-fxeq-nwr?pin=4633062243904&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St Jude Monthly Report INT Review,2023-06-14 21:00:00+00:00,2023-06-14 21:30:00+00:00,"Agenda: Internal review of the full May Monthly Report, ahead of the client review on Friday (6/16)

Desired Outcome: Align on feedback & revisions!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/onx-ubap-mpp
Or dial: (US) +1 401-903-3480 PIN: 611594567#
More phone numbers: https://tel.meet/onx-ubap-mpp?pin=2614387849432&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-06-15 15:00:00+00:00,2023-06-15 16:00:00+00:00,
Global Analytics Functional Core Competencies,2023-06-15 16:00:00+00:00,2023-06-15 17:00:00+00:00,"Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/7950926631?pwd=UFpPVEptS2tLb3B6TkZSQVNhNmxDQT09"">https://vaynerx.zoom.us/j/7950926631?pwd=UFpPVEptS2tLb3B6TkZSQVNhNmxDQT09</a><br><br>Meeting ID: 795 092 6631<br>Passcode: 154152<br><br>---<br><br>One tap mobile<br>+19294362866,,7950926631#,,,,*154152# US (New York)<br>+16469313860,,7950926631#,,,,*154152# US<br><br>Please join us for an <b>overview of our updated Functional Competencies for Analytics </b>across all disciplines/levels, as we work to create a common language for what success looks like at VaynerMedia via our Core Competencies.<br><br><b><u>Notes:</u></b> <ul><li><i>This session will be recorded for anyone with unavoidable conflicts, but please do your best to join live.</i></li></ul><ul><li><i>If you have any questions, please reach out to Anna Norman (<a href=""mailto:anorman@vaynermedia.com""><u>anorman@vaynermedia.com</u></a>). Thanks!</i></li></ul><br><p></p><hr /><p></p><br>As a reminder, Functional Competencies are:<br><ul><li><p>The<b> technical </b>skills needed to succeed in your role.</p></li><li><p><b>WHAT</b> you need to know in order to perform your job.</p></li></ul><br>Understanding our Foundational and Functional Competencies will allow us all to: <br><ul><li><p>Set and mutually understand <b>expectations</b> and identify growth <b>opportunities.</b></p></li><li><p>Have a key tool for guiding <b>feedback</b> conversations/HiBob Check-Ins.</p></li><li><p>Focus <b>recruiting</b> efforts to identify new talent.</p></li></ul>"
Deck Skills,2023-06-15 20:00:00+00:00,2023-06-15 21:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/vfs-pafy-pdy
Or dial: (US) +1 402-855-5270 PIN: 672921419#
More phone numbers: https://tel.meet/vfs-pafy-pdy?pin=8359790466598&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
VISA EXEC - Frank LI metrics,2023-06-16 13:45:00+00:00,2023-06-16 14:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/zat-uopi-msu
Or dial: (US) +1 929-276-0147 PIN: 805365777#
More phone numbers: https://tel.meet/zat-uopi-msu?pin=6785151461218&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Mac:Trish catch up,2023-06-16 15:00:00+00:00,2023-06-16 15:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/foh-kmdo-uoz
Or dial: (US) +1 484-909-0331 PIN: 540283479#
More phone numbers: https://tel.meet/foh-kmdo-uoz?pin=5785099482195&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Part 2: All-Hands Q&A for Consulting / New Biz,2023-06-16 14:30:00+00:00,2023-06-16 15:00:00+00:00,"Some notes from Part 1 (thanks Vicky!): <br><a href=""https://docs.google.com/document/d/1SkQWZT0I-LYJmcyv5AaE5NHiSRW2ydW-Wjs5eVVkNrE/edit?usp=sharing"">https://docs.google.com/document/d/1SkQWZT0I-LYJmcyv5AaE5NHiSRW2ydW-Wjs5eVVkNrE/edit?usp=sharing</a><br><br>We'll pickup where we left off: <br>What is 1 takeaway and 1 question you have?<br>No such thing as a dumb question. <br>No questions = me assuming we're 100% clear :)<p><br>──────────<br><br>Kaylen McNamara | Chief Business Officer, VaynerX is inviting you to a scheduled Zoom meeting.<br><br>Join Zoom Meeting<br>https://vaynerx.zoom.us/j/88298518799?pwd=aUNmNkN2cTVTUG9JV1NkVlltRkRaUT09<br><br>Meeting ID: 882 9851 8799<br>Passcode: 536708<br><br>---<br><br>One tap mobile<br>+19294362866,,88298518799# US (New York)<br>+16469313860,,88298518799# US<br><br>---<br><br>Dial by your location<br>• +1 929 436 2866 US (New York)<br>• +1 646 931 3860 US<br>• +1 305 224 1968 US<br>• +1 309 205 3325 US<br>• +1 312 626 6799 US (Chicago)<br>• +1 301 715 8592 US (Washington DC)<br>• +1 386 347 5053 US<br>• +1 507 473 4847 US<br>• +1 564 217 2000 US<br>• +1 669 444 9171 US<br>• +1 669 900 6833 US (San Jose)<br>• +1 689 278 1000 US<br>• +1 719 359 4580 US<br>• +1 253 205 0468 US<br>• +1 253 215 8782 US (Tacoma)<br>• +1 346 248 7799 US (Houston)<br>• +1 360 209 5623 US<br><br>Meeting ID: 882 9851 8799<br><br>Find your local number: https://vaynerx.zoom.us/u/kdmt7Br13G<br><br><br><br>──────────</p>"
[St. Jude] Vayner May Monthly Reporting Meeting,2023-06-16 17:00:00+00:00,2023-06-16 18:00:00+00:00,"Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/8500308076?pwd=UStsY2Y5QklKRWFUbGRhVC8rdlJGQT09""><u><u>https://vaynerx.zoom.us/j/8500308076?pwd=UStsY2Y5QklKRWFUbGRhVC8rdlJGQT09</u></u></a><br><br>Meeting ID: <a>850 030 8076</a><br>Passcode: 4uv9cN"
WBR Sales Lift ,2023-06-16 18:30:00+00:00,2023-06-16 19:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/kno-wxjt-bhc
Or dial: (US) +1 318-373-3425 PIN: 308798510#
More phone numbers: https://tel.meet/kno-wxjt-bhc?pin=4214613738612&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-06-20 15:30:00+00:00,2023-06-20 16:30:00+00:00,
RD,2023-06-20 21:30:00+00:00,2023-06-20 22:00:00+00:00,
[INTERNAL] SAP Audit INT Review,2023-06-20 19:30:00+00:00,2023-06-20 20:00:00+00:00,"Agenda: All departments to internally review the SAP Exec Audit, ahead of the client Immersion Session & Audit Review on Wednesday (6/21)

Desired Outcome: Align on clear feedback & revisions, ahead of the client review

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/sgg-vntq-gxg
Or dial: (US) +1 929-277-6291 PIN: 537233280#
More phone numbers: https://tel.meet/sgg-vntq-gxg?pin=3271493919026&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
RD Reporting,2023-06-21 13:00:00+00:00,2023-06-21 15:00:00+00:00,
MMT,2023-06-20 17:00:00+00:00,2023-06-20 19:15:00+00:00,
Updating all trackers - posts metrics x 8 clients,2023-06-20 13:30:00+00:00,2023-06-20 15:30:00+00:00,
Mac/Trish Feedback ,2023-06-20 21:10:00+00:00,2023-06-20 21:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/zyp-kqew-uoc
Or dial: (US) +1 240-514-7972 PIN: 974604425#
More phone numbers: https://tel.meet/zyp-kqew-uoc?pin=9479311547857&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-06-22 15:00:00+00:00,2023-06-22 16:00:00+00:00,
Vayner HELIXA USE LINK,2023-06-15 18:00:00+00:00,2023-06-15 19:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/uxn-vfwi-qpj
Or dial: (US) +1 724-370-3192 PIN: 952371595#
More phone numbers: https://tel.meet/uxn-vfwi-qpj?pin=9414625867691&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Modern Comms Planning: ARB Report Introduction w/ Gary & Hailey,2023-06-12 15:00:00+00:00,2023-06-12 15:30:00+00:00,"<p>Following our <a href=""https://sites.google.com/vaynermedia.com/globalmediaresourcehub/communications/all-hands#h.coet3t66g5z8""><u>Modern Comms Planning Introduction</u></a> earlier this year, we are excited to roll out our ARB (<u>A</u>ttention, <u>R</u>elevance, and <u>B</u>usiness Results) Report across clients and markets at VM.</p><b>Please join Gary and Hailey Riggle, SVP, Head of Modern Comms Planning, for an overview of the ARB Report</b>, a look at how it will be compiled and used with clients, next steps for teams to implement, and an opportunity for any immediate Q&amp;A.<br><br><i>We’ll be recording the session for anyone unable to join live, but please do your very best to attend if this falls within normal working hours.</i>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join Zoom Meeting
https://vaynerx.zoom.us/j/87498693156?pwd=Wk5sS0RMemFBallTelQ3Z0lFT3Bwdz09 (ID: 87498693156, passcode: 738745)

Joining instructions: https://www.google.com/url?q=https://applications.zoom.us/addon/invitation/detail?meetingUuid%3D2vp1%252BQOiTvWhm20J5rcYRQ%253D%253D%26signature%3Df1e4b86e43829047086b0421c5eb7950adaa7e4f15b99d4b8499f60d8847999c%26v%3D1&sa=D&source=calendar&usg=AOvVaw0TkUZScmPkmGlZ2E8eX2kl

Meeting host: <a href=""mailto:chris.amicucci@vaynermedia.com"" target=""_blank"">chris.amicucci@vaynermedia.com</a><br /><br />Join Zoom Meeting: <br /><a href=""https://www.google.com/url?q=https://vaynerx.zoom.us/j/87498693156?pwd%3DWk5sS0RMemFBallTelQ3Z0lFT3Bwdz09&amp;sa=D&amp;source=calendar&amp;usg=AOvVaw0cMGii69o-7vHhpGb0HU3H"" target=""_blank"">https://vaynerx.zoom.us/j/87498693156?pwd=Wk5sS0RMemFBallTelQ3Z0lFT3Bwdz09</a>

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
